id,carat,cut,color,clarity,depth,table,x,y,z
3084,2.04,Premium,G,SI2,61.8,56.0,8.13,8.05,5.0
3085,0.3,Ideal,G,VS2,61.3,56.0,4.3,4.28,2.63
3086,2.0,Good,I,VS1,58.8,65.0,8.1,8.03,4.74
3087,1.11,Ideal,G,SI1,62.0,57.0,6.69,6.61,4.12
3088,1.02,Premium,G,I1,60.3,58.0,6.55,6.5,3.94
3089,0.76,Ideal,H,SI1,61.7,56.0,5.87,5.84,3.61
3090,0.32,Ideal,G,SI1,60.9,57.0,4.46,4.44,2.71
3091,0.53,Ideal,G,VS1,61.9,56.0,5.21,5.19,3.22
3092,1.13,Very Good,E,VS2,61.9,61.0,6.61,6.64,4.1
3093,2.03,Very Good,H,SI1,63.0,60.0,8.0,7.93,5.02
3094,0.59,Very Good,H,VVS2,62.3,55.0,5.42,5.33,3.35
3095,0.31,Very Good,D,SI2,62.9,54.0,4.3,4.35,2.72
3096,0.29,Very Good,E,VS1,61.9,55.0,4.28,4.33,2.66
3097,1.0,Good,E,SI2,63.3,56.0,6.3,6.36,4.01
3098,0.58,Very Good,G,VVS2,59.1,59.6,5.39,5.42,3.19
3099,1.19,Ideal,E,SI2,61.9,56.0,6.8,6.84,4.22
3100,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53
3101,0.54,Ideal,H,SI1,62.0,54.0,5.23,5.28,3.26
3102,0.94,Premium,H,VS2,60.1,59.0,6.35,6.32,3.81
3103,0.8,Fair,G,SI2,64.6,55.0,5.86,5.75,3.75
3104,1.5,Good,E,I1,62.4,64.0,7.22,7.26,4.52
3105,0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18
3106,1.03,Ideal,H,SI2,61.1,57.0,6.48,6.52,3.97
3107,1.07,Ideal,E,VVS2,61.4,56.0,6.55,6.65,4.05
3108,1.5,Ideal,G,VS2,62.5,55.0,7.26,7.23,4.53
3109,0.51,Ideal,G,SI1,61.3,55.0,5.18,5.22,3.19
3110,0.42,Ideal,G,SI1,62.9,54.0,4.81,4.79,3.02
3111,0.7,Premium,E,SI1,61.9,60.0,5.67,5.6,3.49
3112,0.35,Ideal,F,VS2,62.1,56.0,4.54,4.57,2.83
3113,2.1,Ideal,H,SI2,63.1,55.0,8.17,8.13,5.14
3114,2.19,Ideal,H,SI2,62.0,56.0,8.36,8.48,5.22
3115,0.81,Ideal,I,VS2,61.4,55.0,6.03,6.06,3.71
3116,0.39,Premium,G,SI1,62.4,58.0,4.72,4.67,2.93
3117,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72
3118,0.31,Ideal,F,VVS2,62.2,53.0,4.37,4.41,2.73
3119,0.31,Ideal,G,IF,61.8,54.0,4.36,4.38,2.7
3120,0.4,Good,I,VVS2,59.7,62.0,4.75,4.79,2.85
3121,1.02,Good,H,SI1,57.1,61.0,6.66,6.57,3.78
3122,0.93,Good,D,SI2,63.4,59.0,6.15,6.18,3.91
3123,0.55,Ideal,H,VVS2,61.9,56.0,5.22,5.25,3.24
3124,0.71,Good,F,SI1,57.9,53.0,5.84,5.8,3.37
3125,2.01,Premium,H,SI2,62.3,60.0,7.97,7.95,4.96
3126,0.54,Ideal,F,VS2,61.4,57.0,5.25,5.2,3.21
3127,0.31,Premium,E,VS2,61.6,59.0,4.35,4.32,2.67
3128,1.07,Premium,G,VS1,58.6,60.0,6.76,6.65,3.93
3129,1.04,Very Good,G,IF,61.7,58.0,6.47,6.6,4.03
3130,0.33,Ideal,G,SI1,61.3,56.0,4.51,4.46,2.75
3131,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66
3132,1.22,Ideal,J,VS1,61.4,58.0,6.85,6.87,4.21
3133,0.41,Ideal,D,VS1,61.3,54.0,4.8,4.83,2.95
3134,0.9,Very Good,D,SI1,60.1,58.0,6.27,6.3,3.78
3135,0.7,Premium,E,VVS2,60.6,60.0,5.74,5.72,3.47
3136,0.76,Very Good,D,SI2,59.1,63.0,5.91,5.84,3.47
3137,0.34,Ideal,H,VS2,62.2,56.0,4.48,4.53,2.8
3138,0.34,Ideal,F,SI2,61.9,54.0,4.51,4.53,2.8
3139,1.11,Very Good,H,SI1,62.0,55.0,6.61,6.68,4.12
3140,0.43,Ideal,D,VVS1,61.9,54.0,4.83,4.87,3.0
3141,2.0,Premium,D,SI2,61.9,59.0,8.02,8.0,4.98
3142,0.36,Premium,E,SI2,60.6,59.0,4.61,4.57,2.78
3143,1.03,Premium,H,SI1,61.8,58.0,6.47,6.41,3.98
3144,0.9,Premium,E,SI1,61.1,58.0,6.22,6.26,3.81
3145,1.51,Very Good,I,SI1,62.6,60.0,7.27,7.34,4.57
3146,1.51,Premium,I,SI1,61.7,60.0,7.27,7.31,4.5
3147,0.32,Premium,G,VS1,62.5,60.0,4.35,4.29,2.7
3148,0.41,Very Good,H,VS1,62.8,59.0,4.73,4.64,2.94
3149,0.4,Premium,F,VS2,61.0,58.0,4.79,4.72,2.9
3150,0.5,Good,D,SI1,63.2,57.0,5.02,5.07,3.19
3151,1.04,Very Good,H,VS2,63.2,58.0,6.45,6.42,4.07
3152,1.01,Premium,H,VS2,62.4,58.0,6.42,6.36,3.99
3153,0.78,Ideal,D,SI1,61.2,58.0,5.92,5.95,3.63
3154,1.01,Premium,F,SI2,61.7,58.0,6.46,6.41,3.97
3155,1.01,Very Good,E,VS1,63.4,58.0,6.38,6.36,4.04
3156,1.59,Ideal,J,SI1,62.4,55.0,7.45,7.48,4.66
3157,0.91,Ideal,H,SI2,60.3,57.0,6.31,6.27,3.79
3158,0.71,Ideal,F,SI1,63.0,54.0,5.73,5.69,3.6
3159,0.9,Good,G,VS2,63.9,61.0,6.01,5.97,3.83
3160,1.11,Ideal,G,SI2,60.7,59.0,6.72,6.76,4.09
3161,0.34,Premium,H,VVS1,61.5,60.0,4.49,4.45,2.75
3162,2.22,Ideal,J,VS1,61.8,59.0,8.34,8.37,5.16
3163,0.64,Ideal,H,VS2,62.3,54.0,5.52,5.55,3.44
3164,0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16
3165,0.31,Good,G,VS2,63.6,56.0,4.26,4.29,2.72
3166,0.72,Ideal,F,SI1,61.7,59.0,5.75,5.79,3.56
3167,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26
3168,1.01,Ideal,I,SI2,62.8,57.0,6.36,6.41,4.01
3169,0.42,Premium,I,SI2,61.5,59.0,4.78,4.84,2.96
3170,0.91,Ideal,G,SI2,62.7,57.0,6.15,6.19,3.87
3171,1.04,Premium,D,SI2,59.8,58.0,6.61,6.56,3.94
3172,0.55,Ideal,F,SI1,61.0,56.0,5.28,5.34,3.24
3173,0.32,Premium,E,SI1,60.2,60.0,4.39,4.44,2.66
3174,1.17,Ideal,H,VS2,62.4,58.0,6.73,6.71,4.19
3175,0.32,Ideal,G,VS2,61.7,57.0,4.38,4.4,2.71
3176,0.56,Ideal,G,VS2,61.7,56.0,5.34,5.3,3.28
3177,1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59
3178,0.48,Premium,E,SI1,60.4,62.0,5.07,5.03,3.05
3179,0.9,Very Good,H,VVS2,62.4,58.0,6.12,6.15,3.83
3180,0.7,Premium,H,SI1,61.3,58.0,5.71,5.74,3.51
3181,0.34,Very Good,G,SI2,62.8,58.0,4.43,4.46,2.79
3182,0.53,Ideal,E,SI1,61.8,56.0,5.21,5.17,3.21
3183,0.43,Very Good,F,SI1,62.5,56.0,4.82,4.85,3.02
3184,0.67,Good,F,VVS2,63.8,61.0,5.46,5.54,3.52
3185,0.71,Ideal,F,SI1,60.8,57.0,5.75,5.8,3.51
3186,0.58,Ideal,D,SI2,61.2,57.0,5.4,5.36,3.29
3187,1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59
3188,0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64
3189,2.13,Premium,I,SI2,59.8,58.0,8.43,8.37,5.02
3190,0.7,Very Good,F,VS2,62.8,58.0,5.6,5.64,3.53
3191,1.71,Premium,H,VS1,62.1,59.0,7.63,7.55,4.71
3192,0.7,Very Good,J,SI2,63.6,56.0,5.57,5.63,3.56
3193,0.71,Good,F,SI2,64.0,58.0,5.65,5.59,3.6
3194,0.79,Very Good,F,SI1,62.8,55.0,5.88,5.94,3.71
3195,0.24,Very Good,E,VVS2,60.9,58.0,4.03,4.05,2.46
3196,0.91,Premium,D,SI2,61.1,60.0,6.24,6.29,3.83
3197,0.84,Ideal,G,VS2,62.0,55.0,6.07,6.09,3.77
3198,0.72,Fair,D,VS2,65.4,56.0,5.68,5.6,3.69
3199,0.43,Ideal,H,SI1,61.5,57.0,4.88,4.84,2.99
3200,0.4,Good,F,VVS1,61.9,61.0,4.71,4.73,2.92
3201,0.5,Ideal,H,VVS2,60.4,55.0,5.16,5.2,3.13
3202,2.02,Premium,G,SI1,61.8,58.0,8.16,8.1,4.94
3203,1.53,Very Good,J,VS1,59.5,60.0,7.55,7.65,4.52
3204,0.7,Premium,E,SI1,60.7,58.0,5.73,5.74,3.48
3205,1.11,Premium,G,SI2,60.7,56.0,6.73,6.68,4.07
3206,0.3,Premium,I,VS1,60.3,58.0,4.34,4.32,2.61
3207,1.04,Premium,D,VS2,61.1,60.0,6.51,6.48,3.97
3208,0.39,Very Good,I,VS2,60.2,61.0,4.74,4.79,2.87
3209,0.31,Ideal,G,VVS2,62.4,56.0,4.35,4.31,2.7
3210,0.73,Ideal,G,SI1,60.7,56.0,5.89,5.81,3.55
3211,0.9,Very Good,G,VS1,61.5,56.0,6.2,6.23,3.82
3212,0.72,Ideal,F,VS2,61.1,56.0,5.92,5.8,3.55
3213,1.01,Very Good,F,VS1,59.9,59.0,6.52,6.57,3.92
3214,0.51,Very Good,I,VS2,60.3,63.0,5.16,5.13,3.1
3215,1.11,Ideal,J,SI2,62.5,57.0,6.64,6.6,4.14
3216,0.33,Ideal,E,VS2,61.5,57.0,4.47,4.41,2.73
3217,0.47,Ideal,F,VVS1,61.9,55.0,4.98,5.0,3.09
3218,0.42,Ideal,D,VVS2,62.0,55.0,4.81,4.84,2.99
3219,0.3,Premium,H,VS1,63.0,59.0,4.27,4.21,2.67
3220,0.32,Premium,G,VS2,61.0,59.0,4.46,4.42,2.71
3221,1.24,Very Good,J,VS1,62.1,58.0,6.85,6.96,4.29
3222,0.41,Ideal,D,VS2,62.2,54.0,4.77,4.81,2.98
3223,0.33,Ideal,F,VVS2,61.4,56.0,4.49,4.44,2.74
3224,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85
3225,1.01,Ideal,E,SI2,61.9,56.0,6.46,6.43,3.99
3226,0.78,Very Good,H,SI2,62.7,56.0,5.85,5.89,3.68
3227,0.74,Premium,D,SI2,61.8,59.0,5.85,5.83,3.61
3228,0.9,Good,F,SI1,59.3,56.0,6.27,6.32,3.73
3229,0.33,Ideal,G,VS2,62.0,57.0,4.47,4.44,2.76
3230,2.04,Ideal,G,SI1,59.0,57.0,8.32,8.37,4.92
3231,0.41,Very Good,F,VS1,61.2,57.0,4.77,4.8,2.93
3232,0.7,Ideal,E,SI1,62.8,55.0,5.65,5.69,3.56
3233,0.29,Ideal,H,VS1,61.8,57.0,4.27,4.31,2.64
3234,1.54,Premium,H,IF,62.5,58.0,7.33,7.38,4.6
3235,0.97,Very Good,I,SI2,63.4,58.0,6.34,6.2,3.98
3236,1.45,Premium,D,SI1,62.2,58.0,7.12,7.03,4.4
3237,0.7,Ideal,E,SI1,60.2,57.0,5.78,5.82,3.49
3238,0.5,Premium,E,VS2,61.3,59.0,5.1,5.05,3.11
3239,1.04,Good,F,SI1,63.4,59.0,6.4,6.44,4.07
3240,0.71,Very Good,H,VS2,62.6,59.0,5.66,5.68,3.55
3241,0.6,Ideal,E,VS2,61.8,56.0,5.41,5.46,3.36
3242,0.44,Premium,G,SI1,61.1,59.0,4.9,4.86,2.98
3243,1.01,Ideal,G,VS2,61.0,56.0,6.47,6.51,3.96
3244,0.72,Ideal,F,VS1,62.4,56.0,5.76,5.72,3.58
3245,1.0,Good,E,SI2,63.7,61.0,6.27,6.2,3.97
3246,0.35,Ideal,D,SI2,62.4,55.0,4.53,4.54,2.83
3247,0.4,Ideal,E,SI2,62.1,53.0,4.75,4.78,2.96
3248,0.34,Premium,E,SI2,59.9,59.0,4.57,4.55,2.73
3249,0.72,Premium,E,VS2,60.4,59.0,5.74,5.78,3.48
3250,0.3,Premium,G,IF,60.0,59.0,4.34,4.32,2.6
3251,0.37,Very Good,G,VS2,60.7,57.0,4.64,4.69,2.83
3252,0.77,Ideal,D,SI1,62.6,57.0,5.92,5.81,3.67
3253,0.31,Ideal,H,VS2,61.5,57.0,4.33,4.38,2.68
3254,1.07,Very Good,G,VS2,60.5,56.0,6.64,6.71,4.04
3255,0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58
3256,1.18,Ideal,I,VS1,62.2,57.0,6.76,6.72,4.19
3257,1.7,Premium,H,VS2,61.9,60.0,7.61,7.57,4.7
3258,1.09,Very Good,G,VVS2,59.8,61.0,6.64,6.7,3.99
3259,1.71,Ideal,G,VS1,62.2,55.0,7.72,7.65,4.78
3260,0.42,Very Good,H,VVS2,62.9,56.0,4.75,4.79,3.0
3261,0.5,Good,D,SI1,61.1,64.0,5.05,5.07,3.09
3262,2.04,Very Good,H,SI2,60.0,60.0,8.21,8.17,4.91
3263,0.52,Ideal,G,SI1,60.4,57.0,5.23,5.27,3.17
3264,0.41,Ideal,F,VVS1,60.7,56.0,4.81,4.85,2.93
3265,0.71,Premium,F,SI1,61.6,60.0,5.79,5.73,3.55
3266,1.0,Very Good,G,SI1,62.3,62.0,6.34,6.38,3.96
3267,1.26,Premium,F,SI2,61.3,58.0,6.99,6.91,4.26
3268,0.41,Ideal,G,SI1,62.6,54.0,4.78,4.74,2.98
3269,0.53,Premium,F,VS2,61.4,60.0,5.21,5.18,3.19
3270,0.91,Ideal,G,VS1,61.3,56.0,6.28,6.21,3.83
3271,0.61,Ideal,G,VS1,61.8,56.0,5.43,5.48,3.37
3272,1.31,Very Good,I,SI2,60.8,57.0,7.06,7.12,4.31
3273,0.32,Ideal,D,VS2,62.6,57.0,4.37,4.41,2.75
3274,0.54,Ideal,D,VS1,62.1,57.0,5.19,5.22,3.23
3275,0.34,Good,H,SI1,63.7,57.0,4.44,4.45,2.83
3276,1.07,Premium,I,SI2,59.7,59.0,6.68,6.63,3.97
3277,0.31,Ideal,H,SI2,61.1,56.0,4.4,4.42,2.69
3278,1.01,Premium,I,SI1,61.6,58.0,6.45,6.51,3.99
3279,0.7,Premium,D,SI2,63.0,56.0,5.67,5.64,3.56
3280,0.9,Fair,E,VS2,65.0,55.0,6.11,6.04,3.95
3281,1.56,Premium,I,SI1,61.7,59.0,7.44,7.38,4.57
3282,0.9,Very Good,I,VS1,63.2,57.0,6.1,6.05,3.84
3283,1.01,Premium,E,SI2,62.3,55.0,6.35,6.29,3.94
3284,1.51,Good,I,VS1,65.9,56.0,7.02,7.09,4.65
3285,0.3,Premium,E,IF,61.9,58.0,4.26,4.3,2.65
3286,0.27,Ideal,D,VVS2,62.3,57.0,4.15,4.13,2.58
3287,0.92,Fair,I,VS2,64.4,58.0,6.13,6.1,3.94
3288,0.36,Ideal,D,SI1,62.2,53.0,4.57,4.59,2.85
3289,0.91,Ideal,H,SI1,62.0,56.0,6.19,6.22,3.85
3290,0.7,Ideal,E,VVS2,62.2,54.0,5.68,5.74,3.55
3291,0.5,Very Good,F,SI1,62.7,59.0,5.04,5.07,3.17
3292,2.01,Fair,E,SI2,62.1,66.0,7.99,7.92,4.94
3293,0.91,Good,I,SI2,60.2,59.0,6.24,6.29,3.77
3294,1.06,Ideal,F,SI1,61.7,55.0,6.58,6.56,4.06
3295,0.9,Good,H,VVS1,63.8,59.0,6.09,6.13,3.9
3296,1.5,Ideal,H,VS1,61.3,55.0,7.37,7.34,4.51
3297,0.77,Premium,F,VS2,61.8,56.0,5.94,5.9,3.66
3298,1.2,Fair,G,I1,66.6,57.0,6.57,6.5,4.34
3299,0.78,Good,J,SI1,58.0,62.0,6.01,6.05,3.5
3300,1.04,Ideal,F,VVS2,62.2,56.0,6.53,6.46,4.04
3301,0.8,Premium,E,VVS2,62.9,59.0,5.95,5.88,3.72
3302,1.61,Premium,D,SI1,59.0,60.0,7.68,7.6,4.51
3303,0.57,Ideal,F,VS1,61.8,55.0,5.33,5.35,3.3
3304,0.75,Premium,F,SI2,60.5,58.0,5.91,5.86,3.56
3305,1.04,Very Good,H,SI1,62.8,57.0,6.44,6.48,4.06
3306,0.71,Very Good,D,VVS2,62.7,59.0,5.64,5.69,3.55
3307,0.7,Premium,G,SI1,60.3,58.0,5.73,5.77,3.47
3308,0.34,Ideal,D,SI1,60.1,57.0,4.56,4.52,2.73
3309,0.61,Ideal,G,IF,61.8,52.0,5.46,5.55,3.4
3310,0.51,Ideal,F,VVS1,61.7,57.0,5.12,5.15,3.17
3311,1.04,Good,F,VS2,63.7,58.0,6.43,6.34,4.07
3312,1.55,Ideal,F,VS2,62.6,57.0,7.35,7.39,4.61
3313,0.3,Ideal,E,SI1,61.6,57.0,4.32,4.29,2.65
3314,1.61,Ideal,I,SI1,62.7,55.0,7.48,7.54,4.71
3315,0.73,Very Good,F,SI1,59.7,60.0,5.83,5.9,3.5
3316,2.22,Very Good,I,SI2,63.2,57.0,8.28,8.23,5.22
3317,0.7,Good,E,SI1,60.4,61.0,5.73,5.76,3.47
3318,0.41,Premium,D,SI2,62.3,58.0,4.77,4.73,2.96
3319,1.51,Very Good,E,SI2,61.1,60.0,7.27,7.37,4.47
3320,0.37,Ideal,I,VVS2,61.9,54.0,4.62,4.66,2.87
3321,1.54,Good,J,I1,61.7,60.0,7.26,7.32,4.5
3322,0.23,Very Good,D,VVS1,60.5,55.0,4.01,4.02,2.43
3323,0.26,Ideal,H,SI1,62.2,54.0,4.1,4.13,2.56
3324,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72
3325,0.51,Good,F,VS2,63.1,59.0,5.04,5.1,3.2
3326,0.32,Premium,I,SI1,61.6,61.0,4.4,4.36,2.7
3327,1.0,Good,F,SI1,63.3,61.0,6.29,6.31,3.99
3328,1.04,Ideal,E,SI2,61.4,56.0,6.56,6.5,4.01
3329,1.24,Ideal,E,SI1,63.5,55.0,6.86,6.82,4.35
3330,0.32,Ideal,G,SI1,62.5,55.0,4.38,4.35,2.73
3331,0.71,Ideal,G,VVS1,62.6,56.0,5.65,5.69,3.55
3332,1.01,Good,F,SI2,63.0,60.0,6.28,6.35,3.98
3333,0.59,Ideal,E,SI2,62.5,57.0,5.32,5.37,3.34
3334,0.39,Ideal,D,VVS2,60.0,56.0,4.77,4.79,2.87
3335,1.73,Ideal,I,VS1,61.4,57.0,7.7,7.65,4.71
3336,0.33,Ideal,D,VS2,62.1,55.0,4.43,4.46,2.76
3337,1.0,Good,F,SI2,63.7,57.0,6.36,6.32,4.04
3338,0.7,Premium,J,VVS2,61.9,58.0,5.67,5.73,3.53
3339,0.61,Ideal,E,VS1,62.1,57.0,5.41,5.47,3.38
3340,1.24,Premium,D,SI1,62.4,59.0,6.82,6.86,4.27
3341,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46
3342,0.9,Good,F,VS2,62.7,59.0,6.1,6.14,3.84
3343,2.0,Ideal,F,I1,60.3,56.0,8.16,8.27,4.94
3344,0.53,Ideal,F,SI1,60.3,57.0,5.21,5.24,3.15
3345,0.31,Ideal,G,VVS2,61.7,54.0,4.38,4.34,2.69
3346,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04
3347,0.31,Very Good,J,SI2,63.3,58.0,4.35,4.34,2.75
3348,0.37,Ideal,G,VS2,61.5,56.0,4.64,4.59,2.84
3349,0.55,Ideal,H,SI1,60.8,56.0,5.3,5.33,3.23
3350,0.34,Very Good,F,IF,61.1,54.0,4.54,4.56,2.78
3351,0.4,Very Good,E,SI1,63.0,57.0,4.68,4.71,2.96
3352,0.41,Ideal,G,VVS1,62.0,56.0,4.78,4.8,2.97
3353,0.55,Very Good,D,SI2,59.7,64.0,5.26,5.32,3.16
3354,0.52,Ideal,G,VVS2,61.9,55.0,5.14,5.16,3.19
3355,1.51,Premium,D,SI1,62.2,59.0,7.34,7.29,4.55
3356,0.3,Very Good,D,SI2,61.0,61.0,4.25,4.31,2.61
3357,1.12,Premium,D,SI2,59.5,59.0,6.8,6.75,4.03
3358,0.6,Ideal,E,SI1,61.4,58.0,5.44,5.47,3.35
3359,0.7,Ideal,E,SI1,61.6,56.0,5.7,5.72,3.52
3360,0.41,Very Good,H,VVS1,61.7,58.0,4.74,4.79,2.94
3361,0.52,Ideal,D,SI1,62.2,57.0,5.13,5.16,3.2
3362,0.33,Ideal,E,VS2,60.8,57.0,4.45,4.47,2.71
3363,0.55,Premium,D,VS2,61.3,60.0,5.29,5.28,3.24
3364,1.51,Ideal,D,SI1,61.9,57.0,7.42,7.35,4.57
3365,1.47,Very Good,E,VS2,62.4,59.0,7.13,7.2,4.47
3366,0.35,Ideal,F,VS2,62.3,55.0,4.53,4.56,2.83
3367,0.53,Premium,D,VS2,59.9,58.0,5.26,5.29,3.16
3368,1.65,Ideal,G,VS1,62.3,55.0,7.56,7.6,4.72
3369,0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54
3370,0.3,Ideal,G,SI1,61.8,56.0,4.31,4.34,2.67
3371,2.11,Very Good,I,SI2,63.8,54.0,8.13,8.19,5.21
3372,0.3,Very Good,G,VS1,60.8,56.0,4.35,4.37,2.65
3373,0.28,Very Good,D,VS1,62.2,61.0,4.13,4.16,2.58
3374,2.02,Premium,I,VS2,59.6,60.0,8.2,8.25,4.9
3375,1.22,Ideal,H,SI2,61.0,57.0,6.88,6.93,4.2
3376,0.4,Very Good,D,SI2,63.4,59.0,4.7,4.67,2.97
3377,0.97,Very Good,I,VS2,62.2,55.9,6.34,6.29,3.94
3378,1.2,Very Good,I,VS2,62.3,56.0,6.76,6.81,4.23
3379,0.32,Ideal,H,VVS1,62.1,54.0,4.42,4.4,2.74
3380,0.39,Ideal,D,VS1,61.9,57.0,4.69,4.71,2.91
3381,0.23,Very Good,E,VVS1,61.8,59.0,3.9,3.93,2.42
3382,0.5,Good,G,SI1,63.6,55.0,5.03,5.06,3.21
3383,0.71,Ideal,I,SI1,61.5,55.0,5.76,5.79,3.55
3384,0.82,Ideal,H,SI1,62.5,57.0,5.91,5.97,3.71
3385,0.34,Very Good,D,SI2,60.7,61.0,4.45,4.51,2.72
3386,0.32,Ideal,E,VS1,59.5,57.0,4.49,4.45,2.66
3387,0.5,Fair,E,SI1,66.4,58.0,4.98,4.87,3.27
3388,1.07,Premium,F,VS2,61.6,60.0,6.56,6.53,4.03
3389,0.5,Very Good,G,VS1,62.9,55.0,5.06,5.09,3.19
3390,0.35,Premium,D,VS2,60.4,58.0,4.53,4.58,2.75
3391,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15
3392,1.26,Ideal,J,SI2,62.8,54.0,6.91,6.89,4.33
3393,0.3,Ideal,I,VS2,62.6,56.0,4.31,4.29,2.69
3394,1.36,Ideal,D,VS2,62.1,55.0,7.18,7.13,4.44
3395,2.05,Ideal,J,VS1,61.4,59.0,8.16,8.13,5.0
3396,0.32,Ideal,F,IF,60.9,57.0,4.42,4.45,2.7
3397,0.27,Very Good,E,VVS2,59.7,61.0,4.24,4.27,2.54
3398,0.31,Very Good,G,VS1,59.6,61.0,4.35,4.38,2.6
3399,1.13,Ideal,D,SI1,61.8,56.0,6.74,6.68,4.15
3400,0.56,Premium,G,VS1,61.0,60.0,5.39,5.32,3.27
3401,0.72,Premium,G,VVS2,61.6,58.0,5.78,5.81,3.57
3402,0.36,Ideal,D,SI1,62.8,57.0,4.54,4.51,2.84
3403,0.3,Ideal,E,VS2,62.0,53.0,4.31,4.33,2.68
3404,0.9,Ideal,H,SI1,61.6,56.0,6.17,6.23,3.82
3405,1.58,Ideal,I,SI1,61.7,56.0,7.47,7.5,4.62
3406,0.34,Premium,F,VS1,60.4,58.0,4.53,4.51,2.73
3407,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11
3408,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66
3409,0.52,Very Good,E,SI2,62.7,56.0,5.07,5.1,3.19
3410,0.7,Ideal,I,VVS1,61.4,55.0,5.7,5.76,3.52
3411,1.01,Very Good,H,SI1,63.0,60.0,6.33,6.36,4.0
3412,0.75,Very Good,D,SI2,63.6,58.0,5.71,5.76,3.65
3413,1.22,Ideal,F,VS1,62.6,55.0,6.86,6.82,4.28
3414,0.62,Ideal,G,VS1,60.7,55.0,5.55,5.59,3.38
3415,0.57,Very Good,H,SI1,63.1,54.0,5.3,5.28,3.34
3416,0.52,Very Good,D,SI2,62.9,56.0,5.14,5.17,3.24
3417,0.31,Very Good,H,VS1,61.7,61.0,4.31,4.34,2.67
3418,0.34,Ideal,H,VVS1,61.6,53.0,4.5,4.52,2.78
3419,0.9,Very Good,D,SI2,62.9,56.0,6.09,6.19,3.86
3420,0.32,Ideal,G,VS1,61.2,57.0,4.4,4.43,2.7
3421,0.93,Premium,F,SI1,62.3,58.0,6.18,6.22,3.86
3422,0.62,Very Good,I,VVS2,61.3,58.8,5.48,5.52,3.37
3423,1.0,Good,D,SI2,57.8,58.0,6.55,6.61,3.8
3424,0.54,Very Good,D,VS2,60.6,58.0,5.26,5.3,3.2
3425,1.19,Premium,H,SI1,60.8,59.0,6.87,6.84,4.17
3426,0.3,Ideal,G,VVS1,62.3,54.0,4.32,4.35,2.7
3427,0.39,Ideal,G,VS2,61.5,57.0,4.69,4.74,2.9
3428,0.31,Good,D,SI1,63.3,59.0,4.24,4.29,2.7
3429,0.56,Ideal,H,IF,61.3,55.0,5.31,5.33,3.26
3430,1.51,Good,G,SI1,58.8,62.0,7.4,7.49,4.38
3431,0.25,Very Good,F,VVS2,59.0,58.0,4.1,4.14,2.43
3432,1.65,Very Good,F,VS1,62.8,56.0,7.52,7.57,4.74
3433,0.4,Ideal,H,SI1,62.0,56.0,4.74,4.68,2.92
3434,1.21,Very Good,H,VS1,62.8,54.4,6.78,6.81,4.26
3435,1.25,Ideal,H,VS2,61.1,55.0,6.94,6.97,4.25
3436,0.51,Very Good,D,VS2,63.2,56.0,5.04,5.08,3.2
3437,0.36,Premium,H,SI1,63.0,55.0,4.54,4.51,2.85
3438,0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74
3439,0.3,Good,G,SI1,63.8,56.0,4.26,4.3,2.73
3440,0.73,Very Good,H,VS2,61.3,60.0,5.72,5.79,3.53
3441,0.3,Ideal,D,VS2,62.9,56.0,4.28,4.24,2.68
3442,2.04,Good,I,SI1,57.7,64.0,8.39,8.31,4.82
3443,1.75,Very Good,G,VS2,62.6,58.0,7.63,7.67,4.79
3444,1.1,Premium,D,SI2,62.4,58.0,6.6,6.57,4.11
3445,0.54,Very Good,F,SI1,63.5,58.0,5.21,5.15,3.29
3446,0.74,Very Good,E,SI2,59.1,60.0,5.88,5.93,3.49
3447,1.34,Premium,G,VS2,61.0,60.0,7.13,7.07,4.33
3448,1.5,Premium,F,SI1,60.0,60.0,7.48,7.42,4.47
3449,0.35,Ideal,D,VVS2,60.8,56.0,4.58,4.6,2.79
3450,0.3,Ideal,E,VVS1,61.7,58.0,4.28,4.31,2.65
3451,0.3,Premium,G,VS1,62.0,60.0,4.31,4.27,2.66
3452,0.24,Very Good,D,VS2,61.4,60.0,3.98,4.0,2.45
3453,0.34,Premium,G,VVS1,61.5,59.0,4.5,4.47,2.76
3454,0.39,Ideal,F,VS1,60.9,56.0,4.68,4.75,2.87
